date,state,item,item_code,price,USD,ron95,usd_lag_30,usd_lag_60,ron95_lag_7,active_diesel_current,active_diesel_lag_7,active_diesel_lag_30,is_festive
2022-01-01,Kelantan,AYAM BERSIH - STANDARD,1.0,8.844714285714286,4.176,2.05,4.2265,4.149,2.05,2.15,2.15,2.15,0
2022-01-02,Kelantan,AYAM BERSIH - STANDARD,1.0,8.802456140350877,4.176,2.05,4.2285,4.1535,2.05,2.15,2.15,2.15,0
2022-01-03,Kelantan,AYAM BERSIH - STANDARD,1.0,8.837,4.171,2.05,4.2285,4.1535,2.05,2.15,2.15,2.15,0
2022-01-04,Kelantan,AYAM BERSIH - STANDARD,1.0,8.759649122807017,4.1815,2.05,4.2285,4.1595,2.05,2.15,2.15,2.15,0
2022-01-05,Kelantan,AYAM BERSIH - STANDARD,1.0,8.76551724137931,4.1905,2.05,4.224,4.1595,2.05,2.15,2.15,2.15,0
2022-01-06,Kelantan,AYAM BERSIH - STANDARD,1.0,8.756896551724138,4.202,2.05,4.2315,4.1595,2.05,2.15,2.15,2.15,0
2022-01-07,Kelantan,AYAM BERSIH - STANDARD,1.0,8.656379310344828,4.2025,2.05,4.2195,4.1555,2.05,2.15,2.15,2.15,0
2022-01-08,Kelantan,AYAM BERSIH - STANDARD,1.0,8.639137931034483,4.2025,2.05,4.211,4.152,2.05,2.15,2.15,2.15,0
2022-01-09,Kelantan,AYAM BERSIH - STANDARD,1.0,8.777719298245614,4.2025,2.05,4.2175,4.1513,2.05,2.15,2.15,2.15,0
2022-01-10,Kelantan,AYAM BERSIH - STANDARD,1.0,8.791617647058825,4.2013,2.05,4.2175,4.1625,2.05,2.15,2.15,2.15,0
2022-01-11,Kelantan,AYAM BERSIH - STANDARD,1.0,8.764259259259259,4.1928,2.05,4.2175,4.1678,2.05,2.15,2.15,2.15,0
2022-01-12,Kelantan,AYAM BERSIH - STANDARD,1.0,8.7598,4.1825,2.05,4.2085,4.1678,2.05,2.15,2.15,2.15,0
2022-01-13,Kelantan,AYAM BERSIH - STANDARD,1.0,8.71851111111111,4.1795,2.05,4.2335,4.1678,2.05,2.15,2.15,2.15,0
2022-01-14,Kelantan,AYAM BERSIH - STANDARD,1.0,8.677222222222222,4.1785,2.05,4.233,4.1585,2.05,2.15,2.15,2.15,0
2022-01-15,Kelantan,AYAM BERSIH - STANDARD,1.0,8.699285714285713,4.1785,2.05,4.231,4.161,2.05,2.15,2.15,2.15,0
2022-01-16,Kelantan,AYAM BERSIH - STANDARD,1.0,8.758518518518517,4.1785,2.05,4.2105,4.1795,2.05,2.15,2.15,2.15,0
2022-01-17,Kelantan,AYAM BERSIH - STANDARD,1.0,8.825820895522389,4.1845,2.05,4.2105,4.1798,2.05,2.15,2.15,2.15,0
2022-01-18,Kelantan,AYAM BERSIH - STANDARD,1.0,8.81037037037037,4.1845,2.05,4.2105,4.183,2.05,2.15,2.15,2.15,0
2022-01-19,Kelantan,AYAM BERSIH - STANDARD,1.0,8.786545454545454,4.1925,2.05,4.226,4.183,2.05,2.15,2.15,2.15,0
2022-01-20,Kelantan,AYAM BERSIH - STANDARD,1.0,8.790740740740741,4.1855,2.05,4.2115,4.183,2.05,2.15,2.15,2.15,0
2022-01-21,Kelantan,AYAM BERSIH - STANDARD,1.0,8.732631578947368,4.1865,2.05,4.21,4.188,2.05,2.15,2.15,2.15,0
2022-01-22,Kelantan,AYAM BERSIH - STANDARD,1.0,8.724107142857143,4.1865,2.05,4.206,4.1905,2.05,2.15,2.15,2.15,0
2022-01-23,Kelantan,AYAM BERSIH - STANDARD,1.0,8.778035714285714,4.1865,2.05,4.201,4.21,2.05,2.15,2.15,2.15,0
2022-01-24,Kelantan,AYAM BERSIH - STANDARD,1.0,8.845,4.1835,2.05,4.201,4.2275,2.05,2.15,2.15,2.15,0
2022-01-25,Kelantan,AYAM BERSIH - STANDARD,1.0,8.792280701754386,4.188,2.05,4.201,4.2425,2.05,2.15,2.15,2.15,1
2022-01-26,Kelantan,AYAM BERSIH - STANDARD,1.0,8.790526315789474,4.1905,2.05,4.1865,4.2425,2.05,2.15,2.15,2.15,1
2022-01-27,Kelantan,AYAM BERSIH - STANDARD,1.0,8.80109090909091,4.203,2.05,4.1835,4.2425,2.05,2.15,2.15,2.15,1
2022-01-28,Kelantan,AYAM BERSIH - STANDARD,1.0,8.775818181818183,4.192,2.05,4.1815,4.2395,2.05,2.15,2.15,2.15,1
2022-01-29,Kelantan,AYAM BERSIH - STANDARD,1.0,8.774,4.192,2.05,4.1705,4.2265,2.05,2.15,2.15,2.15,1
2022-01-30,Kelantan,AYAM BERSIH - STANDARD,1.0,8.786545454545454,4.192,2.05,4.176,4.205,2.05,2.15,2.15,2.15,1
2022-01-31,Kelantan,AYAM BERSIH - STANDARD,1.0,8.82578125,4.189,2.05,4.176,4.2265,2.05,2.15,2.15,2.15,1
2022-02-01,Kelantan,AYAM BERSIH - STANDARD,1.0,8.81494391025641,4.189,2.05,4.176,4.2285,2.05,2.15,2.15,2.15,1
2022-02-02,Kelantan,AYAM BERSIH - STANDARD,1.0,8.80410657051282,4.189,2.05,4.171,4.2285,2.05,2.15,2.15,2.15,0
2022-02-03,Kelantan,AYAM BERSIH - STANDARD,1.0,8.79326923076923,4.1815,2.05,4.1815,4.2285,2.05,2.15,2.15,2.15,0
2022-02-04,Kelantan,AYAM BERSIH - STANDARD,1.0,8.827083333333333,4.1795,2.05,4.1905,4.224,2.05,2.15,2.15,2.15,0
2022-02-05,Kelantan,AYAM BERSIH - STANDARD,1.0,8.763673469387756,4.1795,2.05,4.202,4.2315,2.05,2.15,2.15,2.15,0
2022-02-06,Kelantan,AYAM BERSIH - STANDARD,1.0,8.759807692307692,4.1795,2.05,4.2025,4.2195,2.05,2.15,2.15,2.15,0
2022-02-07,Kelantan,AYAM BERSIH - STANDARD,1.0,8.78360655737705,4.1858,2.05,4.2025,4.211,2.05,2.15,2.15,2.15,0
2022-02-08,Kelantan,AYAM BERSIH - STANDARD,1.0,8.759615384615385,4.1865,2.05,4.2025,4.2175,2.05,2.15,2.15,2.15,0
2022-02-09,Kelantan,AYAM BERSIH - STANDARD,1.0,8.760784313725491,4.185,2.05,4.2013,4.2175,2.05,2.15,2.15,2.15,0
2022-02-10,Kelantan,AYAM BERSIH - STANDARD,1.0,8.769807692307692,4.185,2.05,4.1928,4.2175,2.05,2.15,2.15,2.15,0
2022-02-11,Kelantan,AYAM BERSIH - STANDARD,1.0,8.7804,4.1883,2.05,4.1825,4.2085,2.05,2.15,2.15,2.15,0
2022-02-12,Kelantan,AYAM BERSIH - STANDARD,1.0,8.754038461538462,4.1883,2.05,4.1795,4.2335,2.05,2.15,2.15,2.15,0
2022-02-13,Kelantan,AYAM BERSIH - STANDARD,1.0,8.752830188679246,4.1883,2.05,4.1785,4.233,2.05,2.15,2.15,2.15,0
2022-02-14,Kelantan,AYAM BERSIH - STANDARD,1.0,8.758064516129032,4.192,2.05,4.1785,4.231,2.05,2.15,2.15,2.15,0
2022-02-15,Kelantan,AYAM BERSIH - STANDARD,1.0,8.743396226415095,4.1865,2.05,4.1785,4.2105,2.05,2.15,2.15,2.15,0
2022-02-16,Kelantan,AYAM BERSIH - STANDARD,1.0,8.752037037037038,4.189,2.05,4.1845,4.2105,2.05,2.15,2.15,2.15,0
2022-02-17,Kelantan,AYAM BERSIH - STANDARD,1.0,8.76888888888889,4.185,2.05,4.1845,4.2105,2.05,2.15,2.15,2.15,0
2022-02-18,Kelantan,AYAM BERSIH - STANDARD,1.0,8.68673076923077,4.1845,2.05,4.1925,4.226,2.05,2.15,2.15,2.15,0
2022-02-19,Kelantan,AYAM BERSIH - STANDARD,1.0,8.707001748251749,4.1845,2.05,4.1855,4.2115,2.05,2.15,2.15,2.15,0
2022-02-20,Kelantan,AYAM BERSIH - STANDARD,1.0,8.727272727272727,4.1845,2.05,4.1865,4.21,2.05,2.15,2.15,2.15,0
2022-02-21,Kelantan,AYAM BERSIH - STANDARD,1.0,8.770923076923077,4.1865,2.05,4.1865,4.206,2.05,2.15,2.15,2.15,0
2022-02-22,Kelantan,AYAM BERSIH - STANDARD,1.0,8.754727272727273,4.1845,2.05,4.1865,4.201,2.05,2.15,2.15,2.15,0
2022-02-23,Kelantan,AYAM BERSIH - STANDARD,1.0,8.752037037037038,4.1845,2.05,4.1835,4.201,2.05,2.15,2.15,2.15,0
2022-02-24,Kelantan,AYAM BERSIH - STANDARD,1.0,8.756545454545455,4.196,2.05,4.188,4.201,2.05,2.15,2.15,2.15,0
2022-02-25,Kelantan,AYAM BERSIH - STANDARD,1.0,8.698421052631579,4.198,2.05,4.1905,4.1865,2.05,2.15,2.15,2.15,0
2022-02-26,Kelantan,AYAM BERSIH - STANDARD,1.0,8.661296296296298,4.198,2.05,4.203,4.1835,2.05,2.15,2.15,2.15,0
2022-02-27,Kelantan,AYAM BERSIH - STANDARD,1.0,8.702291666666667,4.198,2.05,4.192,4.1815,2.05,2.15,2.15,2.15,0
2022-02-28,Kelantan,AYAM BERSIH - STANDARD,1.0,8.732372881355932,4.201,2.05,4.192,4.1705,2.05,2.15,2.15,2.15,0
2022-03-01,Kelantan,AYAM BERSIH - STANDARD,1.0,8.7666,4.195,2.05,4.192,4.176,2.05,2.15,2.15,2.15,0
2022-03-02,Kelantan,AYAM BERSIH - STANDARD,1.0,8.75867924528302,4.192,2.05,4.189,4.176,2.05,2.15,2.15,2.15,0
2022-03-03,Kelantan,AYAM BERSIH - STANDARD,1.0,8.767636363636365,4.1905,2.05,4.189,4.176,2.05,2.15,2.15,2.15,0
2022-03-04,Kelantan,AYAM BERSIH - STANDARD,1.0,8.754074074074074,4.1853,2.05,4.189,4.171,2.05,2.15,2.15,2.15,0
2022-03-05,Kelantan,AYAM BERSIH - STANDARD,1.0,8.754909090909091,4.1853,2.05,4.1815,4.1815,2.05,2.15,2.15,2.15,0
2022-03-06,Kelantan,AYAM BERSIH - STANDARD,1.0,8.770740740740742,4.1853,2.05,4.1795,4.1905,2.05,2.15,2.15,2.15,0
2022-03-07,Kelantan,AYAM BERSIH - STANDARD,1.0,8.787619047619048,4.179,2.05,4.1795,4.202,2.05,2.15,2.15,2.15,0
2022-03-08,Kelantan,AYAM BERSIH - STANDARD,1.0,8.76218181818182,4.1803,2.05,4.1795,4.2025,2.05,2.15,2.15,2.15,0
2022-03-09,Kelantan,AYAM BERSIH - STANDARD,1.0,8.747454545454545,4.182,2.05,4.1858,4.2025,2.05,2.15,2.15,2.15,0
2022-03-10,Kelantan,AYAM BERSIH - STANDARD,1.0,8.751090909090909,4.184,2.05,4.1865,4.2025,2.05,2.15,2.15,2.15,0
2022-03-11,Kelantan,AYAM BERSIH - STANDARD,1.0,8.670727272727273,4.1925,2.05,4.185,4.2013,2.05,2.15,2.15,2.15,0
2022-03-12,Kelantan,AYAM BERSIH - STANDARD,1.0,8.71109090909091,4.1925,2.05,4.185,4.1928,2.05,2.15,2.15,2.15,0
2022-03-13,Kelantan,AYAM BERSIH - STANDARD,1.0,8.740181818181819,4.1925,2.05,4.1883,4.1825,2.05,2.15,2.15,2.15,0
2022-03-14,Kelantan,AYAM BERSIH - STANDARD,1.0,8.75953125,4.2055,2.05,4.1883,4.1795,2.05,2.15,2.15,2.15,0
2022-03-15,Kelantan,AYAM BERSIH - STANDARD,1.0,8.712727272727273,4.2078,2.05,4.1883,4.1785,2.05,2.15,2.15,2.15,0
2022-03-16,Kelantan,AYAM BERSIH - STANDARD,1.0,8.725272727272728,4.1995,2.05,4.192,4.1785,2.05,2.15,2.15,2.15,0
2022-03-17,Kelantan,AYAM BERSIH - STANDARD,1.0,8.725272727272728,4.19,2.05,4.1865,4.1785,2.05,2.15,2.15,2.15,0
2022-03-18,Kelantan,AYAM BERSIH - STANDARD,1.0,8.707090909090908,4.203,2.05,4.189,4.1845,2.05,2.15,2.15,2.15,0
2022-03-19,Kelantan,AYAM BERSIH - STANDARD,1.0,8.690727272727273,4.203,2.05,4.185,4.1845,2.05,2.15,2.15,2.15,0
2022-03-20,Kelantan,AYAM BERSIH - STANDARD,1.0,8.679818181818181,4.203,2.05,4.1845,4.1925,2.05,2.15,2.15,2.15,0
2022-03-21,Kelantan,AYAM BERSIH - STANDARD,1.0,8.73578125,4.2,2.05,4.1845,4.1855,2.05,2.15,2.15,2.15,0
2022-03-22,Kelantan,AYAM BERSIH - STANDARD,1.0,8.715,4.2135,2.05,4.1845,4.1865,2.05,2.15,2.15,2.15,0
2022-03-23,Kelantan,AYAM BERSIH - STANDARD,1.0,8.729814814814816,4.2195,2.05,4.1865,4.1865,2.05,2.15,2.15,2.15,0
2022-03-24,Kelantan,AYAM BERSIH - STANDARD,1.0,8.727962962962962,4.227,2.05,4.1845,4.1865,2.05,2.15,2.15,2.15,0
2022-03-25,Kelantan,AYAM BERSIH - STANDARD,1.0,8.634181818181817,4.222,2.05,4.1845,4.1835,2.05,2.15,2.15,2.15,0
2022-03-26,Kelantan,AYAM BERSIH - STANDARD,1.0,8.572363636363637,4.222,2.05,4.196,4.188,2.05,2.15,2.15,2.15,0
2022-03-27,Kelantan,AYAM BERSIH - STANDARD,1.0,8.661111111111111,4.222,2.05,4.198,4.1905,2.05,2.15,2.15,2.15,0
2022-03-28,Kelantan,AYAM BERSIH - STANDARD,1.0,8.71703125,4.214,2.05,4.198,4.203,2.05,2.15,2.15,2.15,0
2022-03-29,Kelantan,AYAM BERSIH - STANDARD,1.0,8.686666666666667,4.222,2.05,4.198,4.192,2.05,2.15,2.15,2.15,0
2022-03-30,Kelantan,AYAM BERSIH - STANDARD,1.0,8.686666666666667,4.205,2.05,4.201,4.192,2.05,2.15,2.15,2.15,0
2022-03-31,Kelantan,AYAM BERSIH - STANDARD,1.0,8.677037037037037,4.204,2.05,4.195,4.192,2.05,2.15,2.15,2.15,0
2022-04-01,Kelantan,AYAM BERSIH - STANDARD,1.0,8.68109090909091,4.209,2.05,4.192,4.189,2.05,2.15,2.15,2.15,0
2022-04-02,Kelantan,AYAM BERSIH - STANDARD,1.0,8.628181818181819,4.209,2.05,4.1905,4.189,2.05,2.15,2.15,2.15,0
2022-04-03,Kelantan,AYAM BERSIH - STANDARD,1.0,8.655818181818182,4.209,2.05,4.1853,4.189,2.05,2.15,2.15,2.15,0
2022-04-04,Kelantan,AYAM BERSIH - STANDARD,1.0,8.72,4.2185,2.05,4.1853,4.1815,2.05,2.15,2.15,2.15,0
2022-04-05,Kelantan,AYAM BERSIH - STANDARD,1.0,8.7,4.2175,2.05,4.1853,4.1795,2.05,2.15,2.15,2.15,0
2022-04-06,Kelantan,AYAM BERSIH - STANDARD,1.0,8.7,4.218,2.05,4.179,4.1795,2.05,2.15,2.15,2.15,0
2022-04-07,Kelantan,AYAM BERSIH - STANDARD,1.0,8.712777777777777,4.2183,2.05,4.1803,4.1795,2.05,2.15,2.15,2.15,0
2022-04-08,Kelantan,AYAM BERSIH - STANDARD,1.0,8.64107142857143,4.2205,2.05,4.182,4.1858,2.05,2.15,2.15,2.15,0
2022-04-09,Kelantan,AYAM BERSIH - STANDARD,1.0,8.638596491228071,4.2205,2.05,4.184,4.1865,2.05,2.15,2.15,2.15,0
2022-04-10,Kelantan,AYAM BERSIH - STANDARD,1.0,8.716481481481482,4.2205,2.05,4.1925,4.185,2.05,2.15,2.15,2.15,0
2022-04-11,Kelantan,AYAM BERSIH - STANDARD,1.0,8.73676923076923,4.2268,2.05,4.1925,4.185,2.05,2.15,2.15,2.15,0
2022-04-12,Kelantan,AYAM BERSIH - STANDARD,1.0,8.72,4.233,2.05,4.1925,4.1883,2.05,2.15,2.15,2.15,0
2022-04-13,Kelantan,AYAM BERSIH - STANDARD,1.0,8.733928571428573,4.2265,2.05,4.2055,4.1883,2.05,2.15,2.15,2.15,0
2022-04-14,Kelantan,AYAM BERSIH - STANDARD,1.0,8.726607142857143,4.2285,2.05,4.2078,4.1883,2.05,2.15,2.15,2.15,0
2022-04-15,Kelantan,AYAM BERSIH - STANDARD,1.0,8.660526315789474,4.2345,2.05,4.1995,4.192,2.05,2.15,2.15,2.15,0
2022-04-16,Kelantan,AYAM BERSIH - STANDARD,1.0,8.67344827586207,4.2345,2.05,4.19,4.1865,2.05,2.15,2.15,2.15,0
2022-04-17,Kelantan,AYAM BERSIH - STANDARD,1.0,8.727894736842105,4.2345,2.05,4.203,4.189,2.05,2.15,2.15,2.15,0
2022-04-18,Kelantan,AYAM BERSIH - STANDARD,1.0,8.753846153846155,4.2483,2.05,4.203,4.185,2.05,2.15,2.15,2.15,0
2022-04-19,Kelantan,AYAM BERSIH - STANDARD,1.0,8.76127492877493,4.2483,2.05,4.203,4.1845,2.05,2.15,2.15,2.15,0
2022-04-20,Kelantan,AYAM BERSIH - STANDARD,1.0,8.768703703703704,4.266,2.05,4.2,4.1845,2.05,2.15,2.15,2.15,0
2022-04-21,Kelantan,AYAM BERSIH - STANDARD,1.0,8.714545454545455,4.287,2.05,4.2135,4.1845,2.05,2.15,2.15,2.15,0
2022-04-22,Kelantan,AYAM BERSIH - STANDARD,1.0,8.620344827586207,4.3075,2.05,4.2195,4.1865,2.05,2.15,2.15,2.15,0
2022-04-23,Kelantan,AYAM BERSIH - STANDARD,1.0,8.603392857142858,4.3075,2.05,4.227,4.1845,2.05,2.15,2.15,2.15,0
2022-04-24,Kelantan,AYAM BERSIH - STANDARD,1.0,8.692857142857143,4.3075,2.05,4.222,4.1845,2.05,2.15,2.15,2.15,0
2022-04-25,Kelantan,AYAM BERSIH - STANDARD,1.0,8.745625,4.3475,2.05,4.222,4.196,2.05,2.15,2.15,2.15,1
2022-04-26,Kelantan,AYAM BERSIH - STANDARD,1.0,8.713584905660378,4.348,2.05,4.222,4.198,2.05,2.15,2.15,2.15,1
2022-04-27,Kelantan,AYAM BERSIH - STANDARD,1.0,8.705925925925927,4.3565,2.05,4.214,4.198,2.05,2.15,2.15,2.15,1
2022-04-28,Kelantan,AYAM BERSIH - STANDARD,1.0,8.72,4.3615,2.05,4.222,4.198,2.05,2.15,2.15,2.15,1
2022-04-29,Kelantan,AYAM BERSIH - STANDARD,1.0,8.69063492063492,4.359,2.05,4.205,4.201,2.05,2.15,2.15,2.15,1
2022-04-30,Kelantan,AYAM BERSIH - STANDARD,1.0,8.657254901960785,4.359,2.05,4.204,4.195,2.05,2.15,2.15,2.15,1
2022-05-01,Kelantan,AYAM BERSIH - STANDARD,1.0,8.689745098039216,4.359,2.05,4.209,4.192,2.05,2.15,2.15,2.15,1
2022-05-02,Kelantan,AYAM BERSIH - STANDARD,1.0,8.722235294117647,4.359,2.05,4.209,4.1905,2.05,2.15,2.15,2.15,1
2022-05-03,Kelantan,AYAM BERSIH - STANDARD,1.0,8.75472549019608,4.359,2.05,4.209,4.1853,2.05,2.15,2.15,2.15,0
2022-05-04,Kelantan,AYAM BERSIH - STANDARD,1.0,8.78721568627451,4.359,2.05,4.2185,4.1853,2.05,2.15,2.15,2.15,0
2022-05-05,Kelantan,AYAM BERSIH - STANDARD,1.0,8.819705882352942,4.3365,2.05,4.2175,4.1853,2.05,2.15,2.15,2.15,0
2022-05-06,Kelantan,AYAM BERSIH - STANDARD,1.0,8.894324324324325,4.3725,2.05,4.218,4.179,2.05,2.15,2.15,2.15,0
2022-05-07,Kelantan,AYAM BERSIH - STANDARD,1.0,8.796904761904763,4.3725,2.05,4.2183,4.1803,2.05,2.15,2.15,2.15,0
2022-05-08,Kelantan,AYAM BERSIH - STANDARD,1.0,8.80531914893617,4.3725,2.05,4.2205,4.182,2.05,2.15,2.15,2.15,0
2022-05-09,Kelantan,AYAM BERSIH - STANDARD,1.0,8.797166666666667,4.3795,2.05,4.2205,4.184,2.05,2.15,2.15,2.15,0
2022-05-10,Kelantan,AYAM BERSIH - STANDARD,1.0,8.783269230769232,4.377,2.05,4.2205,4.1925,2.05,2.15,2.15,2.15,0
2022-05-11,Kelantan,AYAM BERSIH - STANDARD,1.0,8.794615384615385,4.3835,2.05,4.2268,4.1925,2.05,2.15,2.15,2.15,0
2022-05-12,Kelantan,AYAM BERSIH - STANDARD,1.0,8.791111111111112,4.3865,2.05,4.233,4.1925,2.05,2.15,2.15,2.15,0
2022-05-13,Kelantan,AYAM BERSIH - STANDARD,1.0,8.793090909090909,4.397,2.05,4.2265,4.2055,2.05,2.15,2.15,2.15,0
2022-05-14,Kelantan,AYAM BERSIH - STANDARD,1.0,8.789074074074074,4.397,2.05,4.2285,4.2078,2.05,2.15,2.15,2.15,0
2022-05-15,Kelantan,AYAM BERSIH - STANDARD,1.0,8.79784348864994,4.397,2.05,4.2345,4.1995,2.05,2.15,2.15,2.15,0
2022-05-16,Kelantan,AYAM BERSIH - STANDARD,1.0,8.806612903225806,4.397,2.05,4.2345,4.19,2.05,2.15,2.15,2.15,0
2022-05-17,Kelantan,AYAM BERSIH - STANDARD,1.0,8.809807692307693,4.395,2.05,4.2345,4.203,2.05,2.15,2.15,2.15,0
2022-05-18,Kelantan,AYAM BERSIH - STANDARD,1.0,8.813653846153846,4.3945,2.05,4.2483,4.203,2.05,2.15,2.15,2.15,0
2022-05-19,Kelantan,AYAM BERSIH - STANDARD,1.0,8.850416666666666,4.4023,2.05,4.2483,4.203,2.05,2.15,2.15,2.15,0
2022-05-20,Kelantan,AYAM BERSIH - STANDARD,1.0,8.734807692307694,4.3975,2.05,4.266,4.2,2.05,2.15,2.15,2.15,0
2022-05-21,Kelantan,AYAM BERSIH - STANDARD,1.0,8.750980392156864,4.3975,2.05,4.287,4.2135,2.05,2.15,2.15,2.15,0
2022-05-22,Kelantan,AYAM BERSIH - STANDARD,1.0,8.839782608695652,4.3975,2.05,4.3075,4.2195,2.05,2.15,2.15,2.15,0
2022-05-23,Kelantan,AYAM BERSIH - STANDARD,1.0,8.908846153846154,4.3885,2.05,4.3075,4.227,2.05,2.15,2.15,2.15,0
2022-05-24,Kelantan,AYAM BERSIH - STANDARD,1.0,8.95953488372093,4.3905,2.05,4.3075,4.222,2.05,2.15,2.15,2.15,0
2022-05-25,Kelantan,AYAM BERSIH - STANDARD,1.0,8.954468085106383,4.3925,2.05,4.3475,4.222,2.05,2.15,2.15,2.15,0
2022-05-26,Kelantan,AYAM BERSIH - STANDARD,1.0,8.960851063829788,4.3975,2.05,4.348,4.222,2.05,2.15,2.15,2.15,0
2022-05-27,Kelantan,AYAM BERSIH - STANDARD,1.0,8.899019607843139,4.3825,2.05,4.3565,4.214,2.05,2.15,2.15,2.15,0
2022-05-28,Kelantan,AYAM BERSIH - STANDARD,1.0,8.919791666666667,4.3825,2.05,4.3615,4.222,2.05,2.15,2.15,2.15,0
2022-05-29,Kelantan,AYAM BERSIH - STANDARD,1.0,8.967272727272727,4.3825,2.05,4.359,4.205,2.05,2.15,2.15,2.15,0
2022-05-30,Kelantan,AYAM BERSIH - STANDARD,1.0,8.965283018867925,4.3705,2.05,4.359,4.204,2.05,2.15,2.15,2.15,0
2022-05-31,Kelantan,AYAM BERSIH - STANDARD,1.0,8.935714285714287,4.3755,2.05,4.359,4.209,2.05,2.15,2.15,2.15,0
2022-06-01,Kelantan,AYAM BERSIH - STANDARD,1.0,8.933653846153847,4.387,2.05,4.359,4.209,2.05,2.15,2.15,2.15,0
2022-06-02,Kelantan,AYAM BERSIH - STANDARD,1.0,8.93301886792453,4.393,2.05,4.359,4.209,2.05,2.15,2.15,2.15,0
2022-06-03,Kelantan,AYAM BERSIH - STANDARD,1.0,8.933653846153847,4.386,2.05,4.359,4.2185,2.05,2.15,2.15,2.15,0
2022-06-04,Kelantan,AYAM BERSIH - STANDARD,1.0,8.93301886792453,4.386,2.05,4.3365,4.2175,2.05,2.15,2.15,2.15,0
2022-06-05,Kelantan,AYAM BERSIH - STANDARD,1.0,8.890819672131148,4.386,2.05,4.3725,4.218,2.05,2.15,2.15,2.15,0
2022-06-06,Kelantan,AYAM BERSIH - STANDARD,1.0,8.894821600771458,4.386,2.05,4.3725,4.2183,2.05,2.15,2.15,2.15,0
2022-06-07,Kelantan,AYAM BERSIH - STANDARD,1.0,8.898823529411766,4.397,2.05,4.3725,4.2205,2.05,2.15,2.15,2.15,0
2022-06-08,Kelantan,AYAM BERSIH - STANDARD,1.0,8.898867924528302,4.3925,2.05,4.3795,4.2205,2.05,2.15,2.15,2.15,0
2022-06-09,Kelantan,AYAM BERSIH - STANDARD,1.0,8.898846153846154,4.392,2.05,4.377,4.2205,2.05,2.15,2.15,2.15,0
2022-06-10,Kelantan,AYAM BERSIH - STANDARD,1.0,8.842884615384616,4.399,2.05,4.3835,4.2268,2.05,2.15,2.15,2.15,0
2022-06-11,Kelantan,AYAM BERSIH - STANDARD,1.0,8.862115384615386,4.399,2.05,4.3865,4.233,2.05,2.15,2.15,2.15,0
2022-06-12,Kelantan,AYAM BERSIH - STANDARD,1.0,8.9188,4.399,2.05,4.397,4.2265,2.05,2.15,2.15,2.15,0
2022-06-13,Kelantan,AYAM BERSIH - STANDARD,1.0,8.915409836065574,4.415,2.05,4.397,4.2285,2.05,2.15,2.15,2.15,0
2022-06-14,Kelantan,AYAM BERSIH - STANDARD,1.0,8.917735849056605,4.424,2.05,4.397,4.2345,2.05,2.15,2.15,2.15,0
2022-06-15,Kelantan,AYAM BERSIH - STANDARD,1.0,8.917407407407408,4.4193,2.05,4.397,4.2345,2.05,2.15,2.15,2.15,0
2022-06-16,Kelantan,AYAM BERSIH - STANDARD,1.0,8.918076923076923,4.3993,2.05,4.395,4.2345,2.05,2.15,2.15,2.15,0
2022-06-17,Kelantan,AYAM BERSIH - STANDARD,1.0,8.841960784313725,4.402,2.05,4.3945,4.2483,2.05,2.15,2.15,2.15,0
2022-06-18,Kelantan,AYAM BERSIH - STANDARD,1.0,8.841960784313725,4.402,2.05,4.4023,4.2483,2.05,2.15,2.15,2.15,0
2022-06-19,Kelantan,AYAM BERSIH - STANDARD,1.0,8.918431372549021,4.402,2.05,4.3975,4.266,2.05,2.15,2.15,2.15,0
2022-06-20,Kelantan,AYAM BERSIH - STANDARD,1.0,8.915666666666668,4.4015,2.05,4.3975,4.287,2.05,2.15,2.15,2.15,0
2022-06-21,Kelantan,AYAM BERSIH - STANDARD,1.0,8.917735849056605,4.399,2.05,4.3975,4.3075,2.05,2.15,2.15,2.15,0
2022-06-22,Kelantan,AYAM BERSIH - STANDARD,1.0,8.935576923076924,4.402,2.05,4.3885,4.3075,2.05,2.15,2.15,2.15,0
2022-06-23,Kelantan,AYAM BERSIH - STANDARD,1.0,8.935576923076924,4.406,2.05,4.3905,4.3075,2.05,2.15,2.15,2.15,0
2022-06-24,Kelantan,AYAM BERSIH - STANDARD,1.0,8.865370370370371,4.406,2.05,4.3925,4.3475,2.05,2.15,2.15,2.15,0
2022-06-25,Kelantan,AYAM BERSIH - STANDARD,1.0,8.864038461538462,4.406,2.05,4.3975,4.348,2.05,2.15,2.15,2.15,0
2022-06-26,Kelantan,AYAM BERSIH - STANDARD,1.0,8.917735849056605,4.406,2.05,4.3825,4.3565,2.05,2.15,2.15,2.15,0
2022-06-27,Kelantan,AYAM BERSIH - STANDARD,1.0,8.932903225806452,4.406,2.05,4.3825,4.3615,2.05,2.15,2.15,2.15,0
2022-06-28,Kelantan,AYAM BERSIH - STANDARD,1.0,8.937090909090909,4.3988,2.05,4.3825,4.359,2.05,2.15,2.15,2.15,0
2022-06-29,Kelantan,AYAM BERSIH - STANDARD,1.0,8.935925925925927,4.4,2.05,4.3705,4.359,2.05,2.15,2.15,2.15,0
2022-06-30,Kelantan,AYAM BERSIH - STANDARD,1.0,8.917407407407408,4.4055,2.05,4.3755,4.359,2.05,2.15,2.15,2.15,0
2022-07-01,Kelantan,AYAM BERSIH - STANDARD,1.0,9.162666666666667,4.409,2.05,4.387,4.359,2.05,2.15,2.15,2.15,0
